"","Marker_Name","Chromosome","Position"
"3594","PGAS1_07143",7,714300000
"3595","PGAS1_07144",7,714400000
"3596","PGAS1_07147",7,714700000
"3597","PGAS1_07158",7,715800000
"3598","PGAS1_07170",7,717000000
"3599","PGAS1_07177",7,717700000
"3600","PGAS1_07178",7,717800000
"3601","PGAS1_07179",7,717900000
"3602","PGAS1_07180",7,718000000
"3603","PGAS1_07183",7,718300000
"3604","PGAS1_07186",7,718600000
"3605","PGAS1_07189",7,718900000
"3606","PGAS1_07191",7,719100000
"3607","PGAS1_07195",7,719500000
"3608","PGAS1_07196",7,719600000
"3609","PGAS1_07197",7,719700000
"3610","PGAS1_07198",7,719800000
"3611","PGAS1_07206",7,720600000
"3612","PGAS1_07209",7,720900000
"3613","PGAS1_07216",7,721600000
"3614","PGAS1_07217",7,721700000
"3615","PGAS1_07218",7,721800000
"3616","PGAS1_07220",7,722000000
"3617","PGAS1_07221",7,722100000
"3618","PGAS1_07222",7,722200000
"3619","PGAS1_07223",7,722300000
"3620","PGAS1_07224",7,722400000
"3621","PGAS1_07225",7,722500000
"3622","PGAS1_07227",7,722700000
"3623","PGAS1_07235",7,723500000
"3624","PGAS1_07236",7,723600000
"3625","PGAS1_07240",7,724000000
"3626","PGAS1_07241",7,724100000
"3627","PGAS1_07242",7,724200000
"3628","PGAS1_07243",7,724300000
"3629","PGAS1_07244",7,724400000
"3630","PGAS1_07245",7,724500000
"3631","PGAS1_07247",7,724700000
"3632","PGAS1_07248",7,724800000
"3633","PGAS1_07251",7,725100000
"3634","PGAS1_07254",7,725400000
"3635","PGAS1_07255",7,725500000
"3636","PGAS1_07256",7,725600000
"3637","PGAS1_07257",7,725700000
"3638","PGAS1_07259",7,725900000
"3639","PGAS1_07260",7,726000000
"3640","PGAS1_07261",7,726100000
"3641","PGAS1_07262",7,726200000
"3642","PGAS1_07263",7,726300000
"3643","PGAS1_07265",7,726500000
"3644","PGAS1_07266",7,726600000
"3645","PGAS1_07267",7,726700000
"3646","PGAS1_07268",7,726800000
"3647","PGAS1_07269",7,726900000
"3648","PGAS1_07270",7,727000000
"3649","PGAS1_07271",7,727100000
"3650","PGAS1_07272",7,727200000
"3651","PGAS1_07273",7,727300000
"3652","PGAS1_07276",7,727600000
"3653","PGAS1_07278",7,727800000
"3654","PGAS1_07283",7,728300000
"3655","PGAS1_07285",7,728500000
"3656","PGAS1_07286",7,728600000
"3657","PGAS1_07287",7,728700000
"3658","PGAS1_07288",7,728800000
"3659","PGAS1_07290",7,729000000
"3660","PGAS1_07291",7,729100000
"3661","PGAS1_07292",7,729200000
"3662","PGAS1_07293",7,729300000
"3663","PGAS1_07294",7,729400000
"3664","PGAS1_07296",7,729600000
"3665","PGAS1_07299",7,729900000
"3666","PGAS1_07301",7,730100000
"3667","PGAS1_07302",7,730200000
"3668","PGAS1_07303",7,730300000
"3669","PGAS1_07304",7,730400000
"3670","PGAS1_07305",7,730500000
"3671","PGAS1_07306",7,730600000
"3672","PGAS1_07308",7,730800000
"3673","PGAS1_07311",7,731100000
"3674","PGAS1_07317",7,731700000
"3675","PGAS1_07321",7,732100000
"3676","PGAS1_07327",7,732700000
"3677","PGAS1_07328",7,732800000
"3678","PGAS1_07329",7,732900000
"3679","PGAS1_07330",7,733000000
"3680","PGAS1_07334",7,733400000
"3681","PGAS1_07337",7,733700000
"3682","PGAS1_07338",7,733800000
"3683","PGAS1_07343",7,734300000
"3684","PGAS1_07344",7,734400000
"3685","PGAS1_07348",7,734800000
"3686","PGAS1_07349",7,734900000
"3687","PGAS1_07352",7,735200000
"3688","PGAS1_07354",7,735400000
"3689","PGAS1_07355",7,735500000
"3690","PGAS1_07358",7,735800000
"3691","PGAS1_07361",7,736100000
"3692","PGAS1_07363",7,736300000
"3693","PGAS1_07364",7,736400000
"3694","PGAS1_07365",7,736500000
"3695","PGAS1_07366",7,736600000
"3696","PGAS1_07367",7,736700000
"3697","PGAS1_07369",7,736900000
"3698","PGAS1_07375",7,737500000
"3699","PGAS1_07376",7,737600000
"3700","PGAS1_07377",7,737700000
"3701","PGAS1_07379",7,737900000
"3702","PGAS1_07380",7,738000000
"3703","PGAS1_07381",7,738100000
"3704","PGAS1_07388",7,738800000
"3705","PGAS1_07389",7,738900000
"3706","PGAS1_07391",7,739100000
"3707","PGAS1_07397",7,739700000
"3708","PGAS1_07400",7,740000000
"3709","PGAS1_07401",7,740100000
"3710","PGAS1_07402",7,740200000
"3711","PGAS1_07403",7,740300000
"3712","PGAS1_07405",7,740500000
"3713","PGAS1_07408",7,740800000
"3714","PGAS1_07411",7,741100000
"3715","PGAS1_07412",7,741200000
"3716","PGAS1_07414",7,741400000
"3717","PGAS1_07415",7,741500000
"3718","PGAS1_07417",7,741700000
"3719","PGAS1_07421",7,742100000
"3720","PGAS1_07422",7,742200000
"3721","PGAS1_07429",7,742900000
"3722","PGAS1_07435",7,743500000
"3723","PGAS1_07437",7,743700000
"3724","PGAS1_07441",7,744100000
"3725","PGAS1_07443",7,744300000
"3726","PGAS1_07445",7,744500000
"3727","PGAS1_07446",7,744600000
"3728","PGAS1_07447",7,744700000
"3729","PGAS1_07448",7,744800000
"3730","PGAS1_07449",7,744900000
"3731","PGAS1_07454",7,745400000
"3732","PGAS1_07455",7,745500000
"3733","PGAS1_07457",7,745700000
"3734","PGAS1_07458",7,745800000
"3735","PGAS1_07459",7,745900000
"3736","PGAS1_07460",7,746000000
"3737","PGAS1_07462",7,746200000
"3738","PGAS1_07463",7,746300000
"3739","PGAS1_07464",7,746400000
"3740","PGAS1_07472",7,747200000
"3741","PGAS1_07473",7,747300000
"3742","PGAS1_07474",7,747400000
"3743","PGAS1_07475",7,747500000
"3744","PGAS1_07480",7,748000000
"3745","PGAS1_07482",7,748200000
"3746","PGAS1_07483",7,748300000
"3747","PGAS1_07484",7,748400000
"3748","PGAS1_07486",7,748600000
"3749","PGAS1_07488",7,748800000
"3750","PGAS1_07490",7,749000000
"3751","PGAS1_07491",7,749100000
"3752","PGAS1_07499",7,749900000
"3753","PGAS1_07504",7,750400000
"3754","PGAS1_07505",7,750500000
"3755","PGAS1_07508",7,750800000
"3756","PGAS1_07510",7,751000000
"3757","PGAS1_07520",7,752000000
"3758","PGAS1_07521",7,752100000
"3759","PGAS1_07522",7,752200000
"3760","PGAS1_07526",7,752600000
"3761","PGAS1_07527",7,752700000
"3762","PGAS1_07530",7,753000000
"3763","PGAS1_07532",7,753200000
"3764","PGAS1_07533",7,753300000
"3765","PGAS1_07538",7,753800000
"3766","PGAS1_07539",7,753900000
"3767","PGAS1_07543",7,754300000
"3768","PGAS1_07544",7,754400000
"3769","PGAS1_07545",7,754500000
"3770","PGAS1_07549",7,754900000
"3771","PGAS1_07550",7,755000000
"3772","PGAS1_07551",7,755100000
"3773","PGAS1_07554",7,755400000
"3774","PGAS1_07556",7,755600000
"3775","PGAS1_07557",7,755700000
"3776","PGAS1_07561",7,756100000
"3777","PGAS1_07563",7,756300000
"3778","PGAS1_07564",7,756400000
"3779","PGAS1_07565",7,756500000
"3780","PGAS1_07566",7,756600000
"3781","PGAS1_07567",7,756700000
"3782","PGAS1_07568",7,756800000
"3783","PGAS1_07569",7,756900000
"3784","PGAS1_07575",7,757500000
"3785","PGAS1_07579",7,757900000
"3786","PGAS1_07582",7,758200000
"3787","PGAS1_07584",7,758400000
"3788","PGAS1_07587",7,758700000
"3789","PGAS1_07588",7,758800000
"3790","PGAS1_07589",7,758900000
"3791","PGAS1_07597",7,759700000
"3792","PGAS1_07599",7,759900000
"3793","PGAS1_07603",7,760300000
"3794","PGAS1_07606",7,760600000
"3795","PGAS1_07607",7,760700000
"3796","PGAS1_07609",7,760900000
"3797","PGAS1_07613",7,761300000
"3798","PGAS1_07614",7,761400000
"3799","PGAS1_07615",7,761500000
"3800","PGAS1_07616",7,761600000
"3801","PGAS1_07618",7,761800000
"3802","PGAS1_07619",7,761900000
"3803","PGAS1_07623",7,762300000
"3804","PGAS1_07630",7,763000000
"3805","PGAS1_07633",7,763300000
"3806","PGAS1_07638",7,763800000
"3807","PGAS1_07642",7,764200000
"3808","PGAS1_07643",7,764300000
"3809","PGAS1_07644",7,764400000
"3810","PGAS1_07647",7,764700000
"3811","PGAS1_07651",7,765100000
"3812","PGAS1_07654",7,765400000
"3813","PGAS1_07658",7,765800000
"3814","PGAS1_07659",7,765900000
"3815","PGAS1_07661",7,766100000
"3816","PGAS1_07662",7,766200000
"3817","PGAS1_07664",7,766400000
"3818","PGAS1_07665",7,766500000
"3819","PGAS1_07666",7,766600000
"3820","PGAS1_07667",7,766700000
"3821","PGAS1_07668",7,766800000
"3822","PGAS1_07669",7,766900000
"3823","PGAS1_07674",7,767400000
"3824","PGAS1_07675",7,767500000
"3825","PGAS1_07677",7,767700000
"3826","PGAS1_07678",7,767800000
"3827","PGAS1_07687",7,768700000
"3828","PGAS1_07689",7,768900000
"3829","PGAS1_07694",7,769400000
"3830","PGAS1_07695",7,769500000
"3831","PGAS1_07696",7,769600000
"3832","PGAS1_07698",7,769800000
"3833","PGAS1_07699",7,769900000
"3834","PGAS1_07705",7,770500000
"3835","PGAS1_07706",7,770600000
"3836","PGAS1_07707",7,770700000
"3837","PGAS1_07713",7,771300000
"3838","PGAS1_07714",7,771400000
"3839","PGAS1_07716",7,771600000
"3840","PGAS1_07719",7,771900000
"3841","PGAS1_07720",7,772000000
"3842","PGAS1_07722",7,772200000
"3843","PGAS1_07724",7,772400000
"3844","PGAS1_07726",7,772600000
"3845","PGAS1_07727",7,772700000
"3846","PGAS1_07731",7,773100000
"3847","PGAS1_07735",7,773500000
"3848","PGAS1_07736",7,773600000
"3849","PGAS1_07737",7,773700000
"3850","PGAS1_07738",7,773800000
"3851","PGAS1_07739",7,773900000
"3852","PGAS1_07740",7,774000000
"3853","PGAS1_07741",7,774100000
"3854","PGAS1_07753",7,775300000
"3855","PGAS1_07755",7,775500000
"3856","PGAS1_07758",7,775800000
"3857","PGAS1_07759",7,775900000
"3858","PGAS1_07760",7,776000000
"3859","PGAS1_07765",7,776500000
"3860","PGAS1_07768",7,776800000
"3861","PGAS1_07770",7,777000000
"3862","PGAS1_07771",7,777100000
"3863","PGAS1_07773",7,777300000
"3864","PGAS1_07774",7,777400000
"3865","PGAS1_07775",7,777500000
"3866","PGAS1_07777",7,777700000
"3867","PGAS1_07780",7,778000000
"3868","PGAS1_07782",7,778200000
"3869","PGAS1_07783",7,778300000
"3870","PGAS1_07785",7,778500000
"3871","PGAS1_07786",7,778600000
"3872","PGAS1_07788",7,778800000
"3873","PGAS1_07789",7,778900000
"3874","PGAS1_07790",7,779000000
"3875","PGAS1_07793",7,779300000
"3876","PGAS1_07797",7,779700000
"3877","PGAS1_07798",7,779800000
"3878","PGAS1_07799",7,779900000
"3879","PGAS1_07801",7,780100000
"3880","PGAS1_07802",7,780200000
"3881","PGAS1_07806",7,780600000
"3882","PGAS1_07808",7,780800000
"3883","PGAS1_07809",7,780900000
"3884","PGAS1_07812",7,781200000
"3885","PGAS1_07813",7,781300000
"3886","PGAS1_07814",7,781400000
"3887","PGAS1_07819",7,781900000
"3888","PGAS1_07820",7,782000000
"3889","PGAS1_07821",7,782100000
"3890","PGAS1_07825",7,782500000
"3891","PGAS1_07826",7,782600000
"3892","PGAS1_07827",7,782700000
"3893","PGAS1_07829",7,782900000
"3894","PGAS1_07834",7,783400000
"3895","PGAS1_07835",7,783500000
"3896","PGAS1_07836",7,783600000
"3897","PGAS1_07839",7,783900000
"3898","PGAS1_07840",7,784000000
"3899","PGAS1_07843",7,784300000
"3900","PGAS1_07844",7,784400000
"3901","PGAS1_07846",7,784600000
"3902","PGAS1_07847",7,784700000
"3903","PGAS1_07852",7,785200000
"3904","PGAS1_07854",7,785400000
"3905","PGAS1_07856",7,785600000
"3906","PGAS1_07857",7,785700000
"3907","PGAS1_07858",7,785800000
"3908","PGAS1_07859",7,785900000
"3909","PGAS1_07861",7,786100000
"3910","PGAS1_07862",7,786200000
"3911","PGAS1_07864",7,786400000
"3912","PGAS1_07865",7,786500000
"3913","PGAS1_07866",7,786600000
"3914","PGAS1_07868",7,786800000
"3915","PGAS1_07870",7,787000000
"3916","PGAS1_07871",7,787100000
"3917","PGAS1_07873",7,787300000
"3918","PGAS1_07875",7,787500000
"3919","PGAS1_07876",7,787600000
"3920","PGAS1_07879",7,787900000
"3921","PGAS1_07881",7,788100000
"3922","PGAS1_07884",7,788400000
"3923","PGAS1_07885",7,788500000
"3924","PGAS1_07886",7,788600000
"3925","PGAS1_07891",7,789100000
"3926","PGAS1_07895",7,789500000
"3927","PGAS1_07896",7,789600000
"3928","PGAS1_07900",7,790000000
"3929","PGAS1_07902",7,790200000
"3930","PGAS1_07905",7,790500000
"3931","PGAS1_07907",7,790700000
"3932","PGAS1_07909",7,790900000
"3933","PGAS1_07910",7,791000000
"3934","PGAS1_07912",7,791200000
"3935","PGAS1_07914",7,791400000
"3936","PGAS1_07916",7,791600000
"3937","PGAS1_07920",7,792000000
"3938","PGAS1_07922",7,792200000
"3939","PGAS1_07925",7,792500000
"3940","PGAS1_07927",7,792700000
"3941","PGAS1_07935",7,793500000
"3942","PGAS1_07937",7,793700000
"3943","PGAS1_07938",7,793800000
"3944","PGAS1_07940",7,794000000
"3945","PGAS1_07941",7,794100000
"3946","PGAS1_07942",7,794200000
"3947","PGAS1_07944",7,794400000
"3948","PGAS1_07947",7,794700000
"3949","PGAS1_07952",7,795200000
"3950","PGAS1_07953",7,795300000
"3951","PGAS1_07954",7,795400000
"3952","PGAS1_07958",7,795800000
"3953","PGAS1_07959",7,795900000
"3954","PGAS1_07962",7,796200000
"3955","PGAS1_07965",7,796500000
"3956","PGAS1_07970",7,797000000
"3957","PGAS1_07971",7,797100000
"3958","PGAS1_07973",7,797300000
"3959","PGAS1_07974",7,797400000
"3960","PGAS1_07975",7,797500000
"3961","PGAS1_07976",7,797600000
"3962","PGAS1_07978",7,797800000
"3963","PGAS1_07980",7,798000000
"3964","PGAS1_07981",7,798100000
"3965","PGAS1_07983",7,798300000
"3966","PGAS1_07988",7,798800000
"3967","PGAS1_07989",7,798900000
"3968","PGAS1_07991",7,799100000
"3969","PGAS1_07999",7,799900000
"3970","PGAS1_08000",8,800000000
"3971","PGAS1_08001",8,800100000
"3972","PGAS1_08002",8,800200000
"3973","PGAS1_08006",8,800600000
"3974","PGAS1_08007",8,800700000
"3975","PGAS1_08009",8,800900000
"3976","PGAS1_08010",8,801000000
"3977","PGAS1_08011",8,801100000
"3978","PGAS1_08012",8,801200000
"3979","PGAS1_08021",8,802100000
"3980","PGAS1_08026",8,802600000
"3981","PGAS1_08028",8,802800000
"3982","PGAS1_08029",8,802900000
"3983","PGAS1_08031",8,803100000
"3984","PGAS1_08032",8,803200000
"3985","PGAS1_08034",8,803400000
"3986","PGAS1_08036",8,803600000
"3987","PGAS1_08037",8,803700000
"3988","PGAS1_08038",8,803800000
"3989","PGAS1_08039",8,803900000
"3990","PGAS1_08044",8,804400000
"3991","PGAS1_08046",8,804600000
"3992","PGAS1_08049",8,804900000
"3993","PGAS1_08050",8,805000000
"3994","PGAS1_08052",8,805200000
"3995","PGAS1_08055",8,805500000
"3996","PGAS1_08057",8,805700000
"3997","PGAS1_08059",8,805900000
"3998","PGAS1_08062",8,806200000
"3999","PGAS1_08063",8,806300000
"4000","PGAS1_08064",8,806400000
"4001","PGAS1_08065",8,806500000
"4002","PGAS1_08067",8,806700000
"4003","PGAS1_08069",8,806900000
"4004","PGAS1_08070",8,807000000
"4005","PGAS1_08073",8,807300000
"4006","PGAS1_08074",8,807400000
"4007","PGAS1_08079",8,807900000
"4008","PGAS1_08081",8,808100000
"4009","PGAS1_08082",8,808200000
"4010","PGAS1_08084",8,808400000
"4011","PGAS1_08085",8,808500000
"4012","PGAS1_08086",8,808600000
"4013","PGAS1_08088",8,808800000
"4014","PGAS1_08090",8,809000000
"4015","PGAS1_08093",8,809300000
"4016","PGAS1_08097",8,809700000
"4017","PGAS1_08098",8,809800000
"4018","PGAS1_08101",8,810100000
"4019","PGAS1_08102",8,810200000
"4020","PGAS1_08109",8,810900000
"4021","PGAS1_08110",8,811000000
"4022","PGAS1_08114",8,811400000
"4023","PGAS1_08115",8,811500000
"4024","PGAS1_08116",8,811600000
"4025","PGAS1_08120",8,812000000
"4026","PGAS1_08122",8,812200000
"4027","PGAS1_08125",8,812500000
"4028","PGAS1_08128",8,812800000
"4029","PGAS1_08130",8,813000000
"4030","PGAS1_08131",8,813100000
"4031","PGAS1_08132",8,813200000
"4032","PGAS1_08136",8,813600000
"4033","PGAS1_08138",8,813800000
"4034","PGAS1_08139",8,813900000
"4035","PGAS1_08140",8,814000000
"4036","PGAS1_08141",8,814100000
"4037","PGAS1_08143",8,814300000
"4038","PGAS1_08145",8,814500000
"4039","PGAS1_08146",8,814600000
"4040","PGAS1_08149",8,814900000
"4041","PGAS1_08150",8,815000000
"4042","PGAS1_08151",8,815100000
"4043","PGAS1_08152",8,815200000
"4044","PGAS1_08153",8,815300000
"4045","PGAS1_08154",8,815400000
"4046","PGAS1_08155",8,815500000
"4047","PGAS1_08156",8,815600000
"4048","PGAS1_08157",8,815700000
"4049","PGAS1_08158",8,815800000
"4050","PGAS1_08160",8,816000000
"4051","PGAS1_08163",8,816300000
"4052","PGAS1_08164",8,816400000
"4053","PGAS1_08165",8,816500000
"4054","PGAS1_08166",8,816600000
"4055","PGAS1_08167",8,816700000
"4056","PGAS1_08168",8,816800000
"4057","PGAS1_08169",8,816900000
"4058","PGAS1_08170",8,817000000
"4059","PGAS1_08172",8,817200000
"4060","PGAS1_08174",8,817400000
"4061","PGAS1_08175",8,817500000
"4062","PGAS1_08176",8,817600000
"4063","PGAS1_08177",8,817700000
"4064","PGAS1_08178",8,817800000
"4065","PGAS1_08179",8,817900000
"4066","PGAS1_08180",8,818000000
"4067","PGAS1_08182",8,818200000
"4068","PGAS1_08186",8,818600000
"4069","PGAS1_08192",8,819200000
"4070","PGAS1_08193",8,819300000
"4071","PGAS1_08194",8,819400000
"4072","PGAS1_08196",8,819600000
"4073","PGAS1_08197",8,819700000
"4074","PGAS1_08199",8,819900000
"4075","PGAS1_08200",8,820000000
"4076","PGAS1_08202",8,820200000
"4077","PGAS1_08204",8,820400000
"4078","PGAS1_08205",8,820500000
"4079","PGAS1_08207",8,820700000
"4080","PGAS1_08208",8,820800000
"4081","PGAS1_08213",8,821300000
"4082","PGAS1_08214",8,821400000
"4083","PGAS1_08215",8,821500000
"4084","PGAS1_08218",8,821800000
"4085","PGAS1_08220",8,822000000
"4086","PGAS1_08221",8,822100000
"4087","PGAS1_08222",8,822200000
"4088","PGAS1_08223",8,822300000
"4089","PGAS1_08226",8,822600000
"4090","PGAS1_08228",8,822800000
"4091","PGAS1_08229",8,822900000
"4092","PGAS1_08241",8,824100000
"4093","PGAS1_08242",8,824200000
"4094","PGAS1_08244",8,824400000
"4095","PGAS1_08245",8,824500000
"4096","PGAS1_08246",8,824600000
"4097","PGAS1_08247",8,824700000
"4098","PGAS1_08249",8,824900000
"4099","PGAS1_08250",8,825000000
"4100","PGAS1_08253",8,825300000
"4101","PGAS1_08256",8,825600000
"4102","PGAS1_08257",8,825700000
"4103","PGAS1_08262",8,826200000
"4104","PGAS1_08263",8,826300000
"4105","PGAS1_08264",8,826400000
"4106","PGAS1_08266",8,826600000
"4107","PGAS1_08267",8,826700000
"4108","PGAS1_08270",8,827000000
"4109","PGAS1_08271",8,827100000
"4110","PGAS1_08275",8,827500000
"4111","PGAS1_08279",8,827900000
"4112","PGAS1_08280",8,828000000
"4113","PGAS1_08281",8,828100000
"4114","PGAS1_08283",8,828300000
"4115","PGAS1_08284",8,828400000
"4116","PGAS1_08289",8,828900000
"4117","PGAS1_08290",8,829000000
"4118","PGAS1_08291",8,829100000
"4119","PGAS1_08292",8,829200000
"4120","PGAS1_08294",8,829400000
"4121","PGAS1_08296",8,829600000
"4122","PGAS1_08297",8,829700000
"4123","PGAS1_08299",8,829900000
"4124","PGAS1_08305",8,830500000
"4125","PGAS1_08306",8,830600000
"4126","PGAS1_08307",8,830700000
"4127","PGAS1_08310",8,831000000
"4128","PGAS1_08311",8,831100000
"4129","PGAS1_08312",8,831200000
"4130","PGAS1_08319",8,831900000
"4131","PGAS1_08321",8,832100000
"4132","PGAS1_08324",8,832400000
"4133","PGAS1_08325",8,832500000
"4134","PGAS1_08326",8,832600000
"4135","PGAS1_08327",8,832700000
"4136","PGAS1_08328",8,832800000
"4137","PGAS1_08329",8,832900000
"4138","PGAS1_08330",8,833000000
"4139","PGAS1_08331",8,833100000
"4140","PGAS1_08332",8,833200000
"4141","PGAS1_08333",8,833300000
"4142","PGAS1_08338",8,833800000
"4143","PGAS1_08339",8,833900000
"4144","PGAS1_08340",8,834000000
"4145","PGAS1_08341",8,834100000
"4146","PGAS1_08342",8,834200000
"4147","PGAS1_08343",8,834300000
"4148","PGAS1_08344",8,834400000
"4149","PGAS1_08345",8,834500000
"4150","PGAS1_08346",8,834600000
"4151","PGAS1_08349",8,834900000
"4152","PGAS1_08351",8,835100000
"4153","PGAS1_08352",8,835200000
"4154","PGAS1_08354",8,835400000
"4155","PGAS1_08363",8,836300000
"4156","PGAS1_08365",8,836500000
"4157","PGAS1_08367",8,836700000
"4158","PGAS1_08369",8,836900000
"4159","PGAS1_08370",8,837000000
"4160","PGAS1_08372",8,837200000
"4161","PGAS1_08374",8,837400000
"4162","PGAS1_08375",8,837500000
"4163","PGAS1_08376",8,837600000
"4164","PGAS1_08377",8,837700000
"4165","PGAS1_08380",8,838000000
"4166","PGAS1_08381",8,838100000
"4167","PGAS1_08382",8,838200000
"4168","PGAS1_08383",8,838300000
"4169","PGAS1_08385",8,838500000
"4170","PGAS1_08386",8,838600000
"4171","PGAS1_08387",8,838700000
"4172","PGAS1_08388",8,838800000
"4173","PGAS1_08389",8,838900000
"4174","PGAS1_08390",8,839000000
"4175","PGAS1_08391",8,839100000
"4176","PGAS1_08392",8,839200000
"4177","PGAS1_08393",8,839300000
"4178","PGAS1_08394",8,839400000
"4179","PGAS1_08395",8,839500000
"4180","PGAS1_08396",8,839600000
"4181","PGAS1_08399",8,839900000
"4182","PGAS1_08400",8,840000000
"4183","PGAS1_08401",8,840100000
"4184","PGAS1_08402",8,840200000
"4185","PGAS1_08403",8,840300000
"4186","PGAS1_08405",8,840500000
"4187","PGAS1_08408",8,840800000
"4188","PGAS1_08410",8,841000000
"4189","PGAS1_08416",8,841600000
"4190","PGAS1_08417",8,841700000
"4191","PGAS1_08418",8,841800000
"4192","PGAS1_08419",8,841900000
"4193","PGAS1_08420",8,842000000
"4194","PGAS1_08422",8,842200000
"4195","PGAS1_08423",8,842300000
"4196","PGAS1_08424",8,842400000
"4197","PGAS1_08425",8,842500000
"4198","PGAS1_08430",8,843000000
"4199","PGAS1_08431",8,843100000
"4200","PGAS1_08433",8,843300000
"4201","PGAS1_08435",8,843500000
"4202","PGAS1_08443",8,844300000
"4203","PGAS1_08444",8,844400000
"4204","PGAS1_08447",8,844700000
"4205","PGAS1_08448",8,844800000
"4206","PGAS1_08451",8,845100000
"4207","PGAS1_08452",8,845200000
"4208","PGAS1_08453",8,845300000
"4209","PGAS1_08454",8,845400000
"4210","PGAS1_08460",8,846000000
"4211","PGAS1_08462",8,846200000
"4212","PGAS1_08463",8,846300000
"4213","PGAS1_08464",8,846400000
"4214","PGAS1_08465",8,846500000
"4215","PGAS1_08467",8,846700000
"4216","PGAS1_08468",8,846800000
"4217","PGAS1_08472",8,847200000
"4218","PGAS1_08473",8,847300000
"4219","PGAS1_08474",8,847400000
"4220","PGAS1_08475",8,847500000
"4221","PGAS1_08476",8,847600000
"4222","PGAS1_08482",8,848200000
"4223","PGAS1_08484",8,848400000
"4224","PGAS1_08486",8,848600000
"4225","PGAS1_08487",8,848700000
"4226","PGAS1_08488",8,848800000
"4227","PGAS1_08489",8,848900000
"4228","PGAS1_08490",8,849000000
"4229","PGAS1_08491",8,849100000
"4230","PGAS1_08493",8,849300000
"4231","PGAS1_08494",8,849400000
"4232","PGAS1_08498",8,849800000
"4233","PGAS1_08499",8,849900000
"4234","PGAS1_08500",8,850000000
"4235","PGAS1_08501",8,850100000
"4236","PGAS1_08502",8,850200000
"4237","PGAS1_08504",8,850400000
"4238","PGAS1_08505",8,850500000
"4239","PGAS1_08506",8,850600000
"4240","PGAS1_08507",8,850700000
"4241","PGAS1_08511",8,851100000
"4242","PGAS1_08512",8,851200000
"4243","PGAS1_08516",8,851600000
"4244","PGAS1_08523",8,852300000
"4245","PGAS1_08524",8,852400000
"4246","PGAS1_08525",8,852500000
"4247","PGAS1_08526",8,852600000
"4248","PGAS1_08529",8,852900000
"4249","PGAS1_08531",8,853100000
"4250","PGAS1_08532",8,853200000
"4251","PGAS1_08535",8,853500000
"4252","PGAS1_08536",8,853600000
"4253","PGAS1_08537",8,853700000
"4254","PGAS1_08541",8,854100000
"4255","PGAS1_08543",8,854300000
"4256","PGAS1_08544",8,854400000
"4257","PGAS1_08545",8,854500000
"4258","PGAS1_08548",8,854800000
"4259","PGAS1_08550",8,855000000
"4260","PGAS1_08551",8,855100000
"4261","PGAS1_08555",8,855500000
"4262","PGAS1_08558",8,855800000
"4263","PGAS1_08559",8,855900000
"4264","PGAS1_08566",8,856600000
"4265","PGAS1_08568",8,856800000
"4266","PGAS1_08572",8,857200000
"4267","PGAS1_08573",8,857300000
"4268","PGAS1_08575",8,857500000
"4269","PGAS1_08580",8,858000000
"4270","PGAS1_08581",8,858100000
"4271","PGAS1_08582",8,858200000
"4272","PGAS1_08583",8,858300000
"4273","PGAS1_08584",8,858400000
"4274","PGAS1_08588",8,858800000
"4275","PGAS1_08589",8,858900000
"4276","PGAS1_08593",8,859300000
"4277","PGAS1_08594",8,859400000
"4278","PGAS1_08595",8,859500000
"4279","PGAS1_08596",8,859600000
"4280","PGAS1_08598",8,859800000
"4281","PGAS1_08600",8,860000000
"4282","PGAS1_08601",8,860100000
"4283","PGAS1_08602",8,860200000
"4284","PGAS1_08603",8,860300000
"4285","PGAS1_08604",8,860400000
"4286","PGAS1_08605",8,860500000
"4287","PGAS1_08606",8,860600000
"4288","PGAS1_08608",8,860800000
"4289","PGAS1_08610",8,861000000
"4290","PGAS1_08612",8,861200000
"4291","PGAS1_08613",8,861300000
"4292","PGAS1_08615",8,861500000
"4293","PGAS1_08616",8,861600000
"4294","PGAS1_08617",8,861700000
"4295","PGAS1_08618",8,861800000
"4296","PGAS1_08621",8,862100000
"4297","PGAS1_08622",8,862200000
"4298","PGAS1_08623",8,862300000
"4299","PGAS1_08627",8,862700000
"4300","PGAS1_08634",8,863400000
"4301","PGAS1_08635",8,863500000
"4302","PGAS1_08636",8,863600000
"4303","PGAS1_08637",8,863700000
"4304","PGAS1_08638",8,863800000
"4305","PGAS1_08639",8,863900000
"4306","PGAS1_08640",8,864000000
"4307","PGAS1_08641",8,864100000
"4308","PGAS1_08642",8,864200000
"4309","PGAS1_08643",8,864300000
"4310","PGAS1_08644",8,864400000
"4311","PGAS1_08645",8,864500000
"4312","PGAS1_08646",8,864600000
"4313","PGAS1_08647",8,864700000
"4314","PGAS1_08648",8,864800000
"4315","PGAS1_08649",8,864900000
"4316","PGAS1_08651",8,865100000
"4317","PGAS1_08653",8,865300000
"4318","PGAS1_08654",8,865400000
"4319","PGAS1_08655",8,865500000
"4320","PGAS1_08656",8,865600000
"4321","PGAS1_08658",8,865800000
"4322","PGAS1_08659",8,865900000
"4323","PGAS1_08661",8,866100000
"4324","PGAS1_08662",8,866200000
"4325","PGAS1_08667",8,866700000
"4326","PGAS1_08668",8,866800000
"4327","PGAS1_08676",8,867600000
"4328","PGAS1_08678",8,867800000
